"","s0","V2","V3"
"1",0.93378040242329,46843,0
"2",1.3606163685768,51897,0
"3",1.25522312576407,47147,5
"4",1.51176001531528,54521,0
"5",1.27526250470659,51967,0
"6",1.00704273976756,50691,0
"7",1.56000100051865,61810,0
"8",1.60159468781128,61721,10
"9",0.963273288768259,51960,0
"10",0.93137568569629,46034,0
"11",1.53815125206972,61694,0
"12",2.11375099684881,53819,0
"13",0.880444468647696,48871,0
"14",1.91973790787762,58650,0
"15",0.844400350522843,24530,10
"16",0.948782181266378,48777,0
"17",1.65022465078387,60617,0
"18",1.85884493207219,53816,0
"19",0.948782181266378,48837,0
"20",1.53815125206972,58611,0
"21",1.02224527620358,51686,0
"22",0.979711681331899,50425,0
"23",1.5006653995784,56904,0
"24",0.988660035493661,45570,0
"25",1.96144190403356,53950,0
"26",1.61552930772565,56522,5
"27",1.16393603952971,45277,0
"28",2.02988512124707,53020,0
"29",0.82347076877034,45164,5
"30",1.98477261597026,63385,10
"31",1.42470450322351,47081,0
"32",1.64998883436604,62071,0
"33",0.938954312136835,47500,0
"34",0.145180684704294,50818,2
"35",2.3459171184551,56859,0
"36",1.99256562835407,53971,0
"37",1.54665528479641,62943,0
"38",1.80003172331389,49400,0
"39",1.45218268186691,44539,0
"40",1.22462041460178,52722,5
"41",0.988050427066613,52036,0
"42",1.17362089683984,52308,5
"43",1.1585345381039,51578,0
"44",1.59762747875652,60772,0
"45",1.09828702481803,52504,0
"46",1.65022465078387,58583,0
"47",1.23632622258292,50395,5
"48",2.18493872585256,7517,0
"49",1.75137621161763,7713,0
"50",0.748549978645796,5973,0
"51",2.50049587945022,4547,0
"52",1.71569680180678,8953,0
"53",1.24617005732396,7650,5
"54",1.92807127281676,10964,0
"55",1.84199079492455,7281,20
"56",1.18833372457318,12372,0
"57",1.96460092202014,13191,10
"58",1.30794803945669,12824,0
"59",1.4128975801021,12891,10
"60",1.22749733027993,12239,0
"61",3.0578523095296,13018,0
"62",1.45143880602462,15124,10
"63",1.56457399207145,15757,5
"64",0.661526246372887,11555,0
"65",1.72865662620519,12407,0
"66",1.82154612026045,14335,0
"67",0.795102453466635,16218,0
"68",1.25081979025068,16046,0
"69",0.892073879324836,17397,0
"70",1.33086408336651,15428,0
"71",1.23426645716464,15727,10
"72",1.60687230890567,15644,10
"73",1.33086408336651,15561,0
"74",1.64489665356317,15880,10
"75",1.06329429654802,10510,0
"76",0.850670619561175,10823,0
"77",1.84847951832553,9569,0
"78",1.73422315816333,12219,0
"79",1.3202545420043,20890,0
"80",1.20373539362219,19418,0
"81",0.991639722133938,23146,0
"82",0.922062909813267,23242,0
"83",1.19839103830193,23317,0
"84",1.11025301895458,18377,0
"85",1.24792180047434,16875,0
"86",0.962660542878001,17651,0
"87",0.961607700390213,10234,0
"88",1.29035694011181,17621,2
"89",1.43608626610167,16313,0
"90",1.58374652832034,14094,10
"91",0.707885083739275,16402,0
"92",1.82572203959804,9278,5
"93",1.59187100581261,12700,5
"94",1.31284625087758,10770,5
"95",0.925861350936541,10967,0
"96",1.18838907742418,14956,0
"97",1.19561318022366,13526,0
"98",1.21608539684452,16555,0
"99",1.4209988982419,12036,0
"100",1.1256244967193,15518,0
"101",1.9893571446272,15289,0
"102",2.07387820630419,1026,10
"103",1.08484377210272,20146,10
"104",1.06633404687426,19507,0
"105",1.42272984021253,19532,10
"106",0.951607530685342,20728,0
"107",0.957664859350752,18698,5
"108",0.982224402501858,20975,0
"109",1.21335870896728,19087,0
"110",1.03129663869819,20270,0
"111",0.944224428841039,19676,0
"112",0.934059983504197,20747,5
"113",1.12629938225493,20338,0
"114",1.10637761108349,19942,0
"115",1.33718323963213,19733,0
"116",0.605404229730482,21926,0
"117",1.1165208203715,22586,5
"118",0.940790795933281,22866,5
"119",1.08920811788156,22765,0
"120",1.08233438041928,22424,0
"121",1.04279399641598,21709,0
"122",1.37786816670531,21876,15
"123",1.17407091556939,17433,5
"124",1.47462896505867,17967,0
"125",1.05916155814073,8870,10
"126",1.76559813571796,7490,0
"127",1.00522516193342,9022,0
"128",1.34017216155695,18037,0
"129",1.17244444727085,11471,0
"130",1.90472713168141,15337,10
"131",1.86485397779267,11444,0
"132",1.19588052758255,5290,25
"133",1.5961388627736,5552,0
"134",0.47125357966486,19023,0
"135",0.574662560209481,10409,0
"136",0.944524725153751,17742,0
"137",0.92692743204172,25240,0
"138",1.53815125206972,62315,0
"139",2.43675181284704,60514,35
"140",1.00624961227894,24421,0
"141",1.02797474929981,24675,0
"142",0.710612226133832,25128,8
